a,n,num_liquidations,total_commission,short_profits,long_profits,profit
0.003,8.6,497,520.644,13904.81947,2455.429855,15839.60532
0.003,8.7,497,526.698,14150.38903,2426.66602,16050.35705
0.003,8.8,495,530.64,14324.02486,2393.451577,16186.83644
0.003,8.9,476,516.378,13829.41159,2390.749643,15703.78324
0.003,9,472,517.86,14039.97422,2267.505903,15789.62012
0.003,9.1,437,484.848,13145.07229,2141.935069,14802.15936
0.003,9.2,444,497.904,13473.42642,2227.061661,15202.58408
0.003,9.3,457,517.824,13860.16308,2437.599008,15779.93809
0.003,9.4,483,552.72,14833.85339,2586.607221,16867.74061
0.003,9.5,474,548.34,14700.98859,2548.054198,16700.70279
0.003,9.6,461,539.136,14350.34303,2607.142176,16418.3492
0.003,9.7,446,527.292,13955.21728,2600.588865,16028.51415
0.003,9.8,448,535.08,14158.60122,2628.580063,16252.10128
0.003,9.9,440,531.036,14263.50073,2424.506327,16156.97106
0.003,10,451,549.6,14802.43961,2482.940536,16735.78014
0.003,10.1,429,527.826,13908.55596,2609.554931,15990.28489
0.003,10.2,439,545.292,14442.88239,2668.727715,16566.3181
0.003,10.3,426,534.57,14150.18624,2657.737257,16273.35349
0.003,10.4,427,541.008,14481.55547,2546.727937,16487.27541
0.003,10.5,441,563.85,15280.51031,2502.735324,17219.39563
0.003,10.6,421,543.78,14836.58592,2314.461221,16607.26714
0.003,10.7,389,507.18,13807.41407,2158.710531,15458.9446
0.003,10.8,394,518.4,14131.10062,2215.129328,15827.82995
0.003,10.9,392,520.584,14151.94643,2274.759326,15906.12176
0.003,11,391,524.04,14275.4088,2258.964835,16010.33363
0.003,11.1,381,515.484,13945.61077,2316.305055,15746.43182
0.003,11.2,385,525.504,14306.09679,2299.336362,16079.92915
0.003,11.3,381,524.772,14213.66726,2358.200446,16047.0957
0.003,11.4,371,515.736,13726.07317,2490.114838,15700.452
0.003,11.5,379,531.3,14277.46134,2434.283949,16180.44529
0.003,11.6,390,551.232,15002.60556,2379.191765,16830.56533
0.003,11.7,400,570.024,15612.40121,2359.628572,17402.00578
0.003,11.8,375,538.788,14638.73786,2340.835264,16440.78513
0.003,11.9,392,567.63,15313.95376,2558.711112,17305.03487
0.003,12,383,559.44,14975.76328,2620.558628,17036.88191
0.003,12.1,379,558.294,14954.93787,2601.524818,16998.16869
0.003,12.2,373,554.124,14584.28495,2790.285359,16820.44631
0.003,12.3,363,543.906,14203.25078,2814.209499,16473.55428
0.003,12.4,374,564.696,15008.12106,2713.496902,17156.92197
0.003,12.5,373,567.75,15046.51499,2777.244373,17256.00937
0.003,12.6,367,563.22,14829.14539,2840.42713,17106.35252
0.003,12.7,362,560.07,14645.20827,2905.302744,16990.44102
0.003,12.8,362,564.48,14666.54436,3013.526785,17115.59114
0.003,12.9,372,583.596,15212.00816,3081.003754,17709.41591
0.003,13,370,585,15364.68027,3019.960929,17799.6412
0.003,13.1,366,583.212,15123.63161,3174.468099,17714.88771
0.003,13.2,372,597.168,15826.09925,2978.557947,18207.4892
0.003,13.3,355,574.56,15096.41618,2957.307595,17479.16378
0.003,13.4,329,537.072,13750.64717,3071.531845,16285.10701
0.003,13.5,329,541.08,13858.12453,3093.076531,16410.12106
0.003,13.6,326,540.192,13861.1604,3069.766719,16390.73512
0.003,13.7,343,572.112,14817.40362,3138.793002,17384.08462
0.003,13.8,335,563.04,14579.57323,3115.932283,17132.46551
0.003,13.9,337,570.456,14571.45097,3317.456392,17318.45137
0.003,14,336,572.88,14784.60457,3199.960018,17411.68459
0.003,14.1,317,543.978,13913.49114,3174.749479,16544.26261
0.003,14.2,301,520.572,13018.57319,3292.896257,15790.89745
0.003,14.3,295,513.942,12975.45654,3172.193943,15633.70848
0.003,14.4,280,491.616,12545.57676,2902.655951,14956.61671
0.003,14.5,276,488.07,12428.93655,2872.821119,14813.68767
0.003,14.6,286,508.956,12924.6124,3036.477272,15452.13367
0.003,14.7,278,498.33,12882.66222,2762.973245,15147.30546
0.003,14.8,281,507.048,13208.05025,2736.185949,15437.1882
0.003,14.9,273,496.17,12704.21384,2854.487019,15062.53086
0.003,15,282,515.7,13348.39704,2823.259953,15655.957
0.003,15.1,283,520.95,13761.48136,2640.884207,15881.41557
0.003,15.2,274,507.984,13342.7652,2608.236988,15443.01818
0.003,15.3,267,498.474,13066.66231,2573.393138,15141.58145
0.003,15.4,288,540.54,14583.86475,2485.982497,16529.30725
0.003,15.5,293,553.35,14853.47284,2605.575882,16905.69872
0.003,15.6,277,526.968,14176.93584,2413.490731,16063.45857
0.003,15.7,292,558.606,15270.89126,2376.305222,17088.59048
0.003,15.8,285,548.892,14979.54632,2338.545336,16769.19966
0.003,15.9,275,532.332,14698.09249,2135.632271,16301.39276
0.003,16,291,566.4,15885.49366,2094.816488,17413.91015
0.003,16.1,293,573.804,16085.64366,2105.29727,17617.13693
0.003,16.2,296,583.2,16473.35416,2065.062576,17955.21674
0.003,16.3,290,575.064,16315.94731,1969.07096,17709.95427
0.003,16.4,271,541.2,15245.64207,1922.660012,16627.10208
0.003,16.5,270,542.52,15288.19674,1934.3088,16679.98554
0.003,16.6,260,525.888,14759.9566,1890.315103,16124.3837
0.003,16.7,243,494.988,13617.72655,1957.785218,15080.52377
0.003,16.8,232,475.776,12960.40435,1970.222911,14454.85126
0.003,16.9,248,511.056,14060.71492,2038.78668,15588.4456
0.003,17,230,477.36,12816.58686,2163.390681,14502.61754
0.003,17.1,225,469.908,12564.96408,2176.640787,14271.69686
0.003,17.2,221,464.4,12624.97813,1961.669442,14122.24757
0.003,17.3,240,506.544,13762.06941,2204.165767,15459.69118
0.003,17.4,232,492.768,13241.20996,2273.45094,15021.8929
0.003,17.5,220,470.4,12518.24966,2226.305563,14274.15522
0.003,17.6,225,483.648,12995.00558,2179.493466,14690.85104
0.003,17.7,227,490.644,13292.57505,2132.789638,14934.72068
0.003,17.8,223,484.872,13079.4099,2144.677489,14739.21539
0.003,17.9,220,481.152,13227.62348,1918.122095,14664.59357
0.003,18,234,513,14351.63453,1866.838835,15705.47336
0.003,18.1,246,541.914,15062.757,2053.946884,16574.78989
0.003,18.2,241,533.988,14687.76474,2187.894874,16341.67162
0.003,18.3,239,532.53,14672.27312,2199.689548,16339.43267
0.003,18.4,243,544.272,14906.24413,2335.304997,16697.27713
0.003,18.5,262,589.41,16507.97295,2226.307279,18144.87023
0.003,18.6,257,581.436,16404.22737,2112.443782,17935.23515
0.003,18.7,262,595.782,16850.87928,2123.635811,18378.73309
0.003,18.8,253,578.664,16192.36559,2196.871657,17810.57325
0.003,18.9,231,531.846,14897.43544,1956.755588,16322.34502
0.003,19,227,525.54,14814.18176,1841.305223,16129.94698
0.003,19.1,231,537.474,15251.50396,1789.343211,16503.37318
0.003,19.2,213,498.816,13929.02294,1865.165171,15295.37211
0.003,19.3,217,510.678,14363.23615,1812.079519,15664.63767
0.003,19.4,208,492.372,14053.48091,1567.888225,15128.99713
0.003,19.5,195,464.49,13076.84602,1641.350907,14253.70693
0.003,19.6,181,433.944,11935.90459,1714.315214,13216.27581
0.003,19.7,181,436.158,11909.41,1789.065454,13262.31746
0.003,19.8,183,443.124,12130.81113,1798.057905,13485.74504
0.003,19.9,181,440.586,12023.90356,1807.01004,13390.3276
0.004,2,1373,336.72,11708.43159,2272.950448,13644.66203
0.004,2.1,1316,338.94,11757.35708,2311.617125,13730.03421
0.004,2.2,1274,343.728,11916.87569,2352.628162,13925.77586
0.004,2.3,1224,345.276,11997.42555,2337.692297,13989.84184
0.004,2.4,1177,346.32,12032.6195,2352.454218,14038.75371
0.004,2.5,1143,350.4,12228.25653,2327.300496,14205.15703
0.004,2.6,1097,349.596,12165.38917,2351.654094,14167.44726
0.004,2.7,1071,354.294,12345.24386,2382.750691,14373.70055
0.004,2.8,1043,357.84,12484.90286,2395.402059,14522.46492
0.004,2.9,1003,356.7,12349.67294,2453.734665,14446.70761
0.004,3,964,354.6,12371.20001,2363.679369,14380.27938
0.004,3.1,953,362.142,12653.94952,2401.52414,14693.33166
0.004,3.2,931,364.992,12801.62805,2393.113521,14829.74957
0.004,3.3,877,355.014,12495.74938,2273.894692,14414.63007
0.004,3.4,849,353.94,12335.25611,2372.861285,14354.1774
0.004,3.5,840,360.36,12591.26845,2395.127686,14626.03614
0.004,3.6,828,365.472,12839.83495,2369.452542,14843.8155
0.004,3.7,820,371.85,13052.67242,2416.934421,15097.75684
0.004,3.8,792,368.904,12919.25559,2431.109592,14981.46119
0.004,3.9,761,363.87,12595.5605,2512.332672,14744.02317
0.004,4,735,360.72,12537.41919,2435.625436,14612.32463
0.004,4.1,740,371.952,13171.31888,2313.470436,15112.83732
0.004,4.2,724,372.708,13123.59501,2386.223094,15137.1101
0.004,4.3,704,371.262,13129.14486,2310.986576,15068.86943
0.004,4.4,687,370.656,12995.60344,2424.893852,15049.8413
0.004,4.5,684,377.19,13231.02124,2477.391936,15331.22318
0.004,4.6,685,385.848,13485.88605,2574.501862,15674.53992
0.004,4.7,656,377.88,13365.38586,2379.890406,15367.39627
0.004,4.8,640,376.416,13356.01237,2343.081799,15322.67817
0.004,4.9,648,388.668,13750.91499,2453.797689,15816.04468
0.004,5,621,380.1,13376.82598,2460.93641,15457.66239
0.004,5.1,613,382.806,13537.7859,2419.172449,15574.15235
0.004,5.2,600,382.2,13536.15161,2394.760869,15548.71248
0.004,5.3,576,374.286,13324.28531,2276.493402,15226.49271
0.004,5.4,570,377.136,13327.53935,2366.651184,15317.05454
0.004,5.5,562,378.84,13454.28246,2335.859477,15411.30193
0.004,5.6,564,387.072,13850.53362,2305.146364,15768.60798
0.004,5.7,527,368.334,13023.82031,2321.808567,14977.29488
0.004,5.8,531,377.58,13433.58194,2311.239664,15367.2416
0.004,5.9,533,385.152,13719.94318,2350.997764,15685.78894
0.004,6,522,383.76,13453.56957,2524.917583,15594.72715
0.004,6.1,510,381.372,13322.94766,2538.289302,15479.86496
0.004,6.2,513,389.484,13733.06411,2496.706149,15840.28626
0.004,6.3,506,390.474,13786.34368,2508.543207,15904.41289
0.004,6.4,484,379.776,13394.71578,2435.944952,15450.88473
0.004,6.5,477,379.86,13427.94349,2418.476341,15466.55983
0.004,6.6,499,403.128,14339.00726,2513.200145,16449.07941
0.004,6.7,489,401.196,14253.37861,2490.429936,16342.61255
0.004,6.8,469,390.864,13717.58372,2554.795485,15881.51521
0.004,6.9,457,386.262,13611.88215,2499.817007,15725.43716
0.004,7,453,388.5,13778.82995,2440.055942,15830.38589
0.004,7.1,446,388.086,13857.43109,2349.30592,15818.65101
0.004,7.2,431,380.16,13686.3223,2196.067072,15502.22937
0.004,7.3,423,378.432,13575.20745,2224.773125,15421.54858
0.004,7.4,412,373.848,13203.41506,2354.609535,15184.1766
0.004,7.5,426,391.5,13861.91067,2452.69664,15923.10732
0.004,7.6,423,393.984,13793.24698,2583.600376,15982.86336
0.004,7.7,429,404.712,14192.94245,2652.270092,16440.50054
0.004,7.8,429,409.5,14153.82085,2857.62626,16601.94711
0.004,7.9,404,391.05,13424.6076,2790.063855,15823.62145
0.004,8,413,404.64,14173.50383,2650.9565,16419.82033
0.004,8.1,407,403.866,14127.36452,2649.418673,16372.9172
0.004,8.2,404,405.408,14239.16844,2645.792823,16479.55327
0.004,8.3,401,407.364,14116.22513,2826.689996,16535.55113
0.004,8.4,395,406.224,14089.88629,2784.840059,16468.50235
0.004,8.5,377,392.7,13511.23125,2779.01361,15897.54486
0.004,8.6,371,390.612,13637.39237,2620.06789,15866.84826
0.004,8.7,374,398.286,13990.4893,2611.25227,16203.45557
0.004,8.8,386,415.536,14728.1656,2599.360695,16911.99029
0.004,8.9,387,421.326,14898.42591,2665.004083,17142.10399
0.004,9,378,416.34,15008.77495,2377.133652,16969.5686
0.004,9.1,354,394.758,14270.94051,2203.6196,16079.80211
0.004,9.2,346,389.712,13997.07407,2268.772066,15876.13413
0.004,9.3,345,392.832,13861.55381,2501.121377,15969.84319
0.004,9.4,333,383.52,13395.49726,2527.692911,15539.67017
0.004,9.5,347,403.56,14402.60877,2467.305796,16466.35457
0.004,9.6,331,389.376,13679.77807,2534.103544,15824.50561
0.004,9.7,335,398.088,14042.50066,2515.964656,16160.37732
0.004,9.8,351,421.008,14929.19117,2628.315884,17136.49906
0.004,9.9,342,414.612,14878.32011,2435.22479,16898.9329
0.004,10,340,416.4,14863.99078,2505.149622,16952.7404
0.004,10.1,322,398.748,14065.80856,2482.656989,16149.71755
0.004,10.2,313,391.068,13682.47824,2550.052231,15841.46247
0.004,10.3,319,402.318,14297.42462,2481.475356,16376.58198
0.004,10.4,315,401.232,14376.30041,2369.342999,16344.41141
0.004,10.5,317,407.61,14486.98292,2488.301119,16567.67404
0.004,10.6,309,401.316,14274.13347,2418.22804,16291.0455
0.004,10.7,302,396.114,14181.40189,2299.733854,16085.02174
0.004,10.8,292,386.208,13749.7213,2321.893071,15685.40637
0.004,10.9,299,398.94,14258.95404,2393.144927,16253.15897
0.004,11,292,393.36,14007.01521,2416.603402,16030.25861
0.004,11.1,293,398.268,14096.10312,2489.118828,16186.95395
0.004,11.2,299,409.92,14707.61485,2412.153852,16709.8487
0.004,11.3,288,398.664,14276.37564,2380.45303,16258.16467
0.004,11.4,280,391.248,13925.32001,2400.281623,15934.35363
0.004,11.5,282,397.44,14216.91685,2370.999383,16190.47623
0.004,11.6,287,407.856,14958.56587,2134.053835,16684.76371
0.004,11.7,290,415.584,15032.6507,2358.519935,16975.58663
0.004,11.8,271,392.232,13927.13686,2379.343035,15914.24789
0.004,11.9,276,401.982,14325.06645,2451.958579,16375.04303
0.004,12,275,403.92,14201.45855,2631.067425,16428.60598
0.004,12.1,273,404.382,14124.87813,2708.088408,16428.58454
0.004,12.2,276,412.116,14436.84169,2731.865966,16756.59166
0.004,12.3,270,406.638,14140.68787,2752.682195,16486.73207
0.004,12.4,283,429.288,15156.40865,2725.30255,17452.4232
0.004,12.5,275,420.75,14802.91898,2693.000787,17075.16977
0.004,12.6,273,421.092,14903.9956,2601.448428,17084.35203
0.004,12.7,269,418.338,14886.61284,2507.538021,16975.81287
0.004,12.8,264,413.952,14670.62222,2526.992125,16783.66235
0.004,12.9,270,426.474,15129.59652,2602.092519,17305.21504
0.004,13,276,438.36,15526.35626,2738.335838,17826.3321
0.004,13.1,285,455.88,16197.81311,2817.605661,18559.53877
0.004,13.2,276,445.104,15580.67894,2959.568818,18095.14376
0.004,13.3,278,451.668,15674.60222,3161.572006,18384.50623
0.004,13.4,264,432.552,14946.60952,3067.410614,17581.46813
0.004,13.5,246,406.62,13790.41255,3092.498731,16476.29128
0.004,13.6,252,419.424,14262.97524,3175.639976,17019.19121
0.004,13.7,249,417.576,13844.08786,3446.112541,16872.6244
0.004,13.8,251,423.936,14150.59923,3408.641691,17135.30492
0.004,13.9,247,420.336,13948.70226,3433.674181,16962.04044
0.004,14,261,446.88,15173.7418,3455.779031,18182.64083
0.004,14.1,248,427.23,14325.08904,3480.809156,17378.6682
0.004,14.2,249,431.964,14401.84449,3567.531886,17537.41238
0.004,14.3,245,428.142,14140.56499,3653.984324,17366.40732
0.004,14.4,224,394.848,13113.93107,3289.923073,16009.00615
0.004,14.5,218,387.15,12967.18666,3120.163355,15700.20002
0.004,14.6,220,393.324,13020.6035,3263.28104,15890.56054
0.004,14.7,219,394.254,13027.09148,3286.10586,15918.94334
0.004,14.8,214,388.056,12783.51684,3246.610585,15642.07143
0.004,14.9,207,378.162,12561.10345,3067.013887,15249.95534
0.004,15,206,378.9,12817.93198,2888.288707,15327.32069
0.004,15.1,216,399.546,13974.59522,2706.298096,16281.34731
0.004,15.2,212,394.896,13990.49802,2520.577086,16116.1791
0.004,15.3,210,393.822,13971.54507,2469.008729,16046.7318
0.004,15.4,201,379.764,13484.15126,2346.112386,15450.49965
0.004,15.5,208,395.25,14140.0235,2361.108479,16105.88198
0.004,15.6,209,399.672,14585.19317,2165.249415,16350.77059
0.004,15.7,197,379.626,13631.62861,2178.885875,15430.88849
0.004,15.8,198,383.94,13960.31112,2053.257696,15629.62881
0.004,15.9,200,390.186,14289.41239,1993.300326,15892.52671
0.004,16,211,413.76,15613.10591,1791.728025,16991.07394
0.004,16.1,208,409.584,15440.70979,1802.75598,16833.88177
0.004,16.2,210,416.016,15711.77632,1813.662558,17109.42288
0.004,16.3,206,410.76,15433.04924,1824.718832,16847.00807
0.004,16.4,198,397.536,14758.74634,1903.557533,16264.76787
0.004,16.5,199,401.94,14974.1608,1915.121671,16487.34247
0.004,16.6,195,396.408,14796.85319,1855.044994,16255.49019
0.004,16.7,181,370.74,13543.88868,1938.965483,15112.11416
0.004,16.8,179,368.928,13248.22051,2100.246585,14979.5391
0.004,16.9,177,367.068,13257.36953,2036.65649,14926.95802
0.004,17,183,381.48,13962.22953,1974.250129,15554.99966
0.004,17.1,181,379.62,13861.88241,1984.256265,15466.51868
0.004,17.2,174,367.392,13376.0172,1921.962379,14930.58758
0.004,17.3,174,369.528,13375.53159,2012.954665,15018.95826
0.004,17.4,171,365.4,13122.51514,2100.01296,14857.1281
0.004,17.5,170,365.4,13235.81101,2033.368053,14903.77906
0.004,17.6,169,365.376,13014.5016,2201.462216,14850.58781
0.004,17.7,173,375.948,13450.00198,2213.740742,15287.79472
0.004,17.8,173,378.072,13512.61469,2226.033088,15360.57578
0.004,17.9,175,384.492,13873.94952,2156.656062,15646.11358
0.004,18,175,386.64,13930.23418,2168.367081,15711.96126
0.004,18.1,176,390.96,14074.68669,2180.058805,15863.78549
0.004,18.2,174,387.66,13998.92679,2193.79123,15805.05802
0.004,18.3,175,391.986,13996.79386,2364.505634,15969.31349
0.004,18.4,183,411.792,14782.74509,2457.043963,16827.99706
0.004,18.5,190,429.57,15884.53471,2227.87472,17682.83943
0.004,18.6,184,418.5,15700.05759,1989.003323,17270.56091
0.004,18.7,183,418.506,15615.94882,2082.019132,17279.46195
0.004,18.8,190,436.536,16404.16754,2092.919407,18060.55095
0.004,18.9,184,425.25,15872.43818,2098.956141,17546.14433
0.004,19,176,409.26,15296.91404,1942.387872,16830.04191
0.004,19.1,173,404.538,15015.1792,1950.946184,16561.58738
0.004,19.2,165,388.224,14314.82339,1960.960523,15887.55992
0.004,19.3,162,383.298,14044.04752,1977.509288,15638.2588
0.004,19.4,165,392.268,14616.70762,1819.401461,16043.84109
0.004,19.5,154,368.55,13903.124,1571.154412,15105.72841
0.004,19.6,149,358.68,13476.02393,1579.146161,14696.49009
0.004,19.7,142,343.962,12809.76899,1587.015855,14052.82285
0.004,19.8,137,333.828,12440.7926,1509.203914,13616.16852
0.004,19.9,137,335.514,12485.84544,1516.699986,13667.03143
0.005,2,1096,270.48,11665.55954,2281.996493,13677.07603
0.005,2.1,1043,270.144,11687.78998,2255.101691,13672.74767
0.005,2.2,997,270.6,11642.60159,2312.420821,13684.42241
0.005,2.3,963,273.24,11705.9301,2379.487755,13812.17785
0.005,2.4,956,282.816,12169.13502,2430.713454,14317.03247
0.005,2.5,917,282.6,12184.9476,2406.278808,14308.62641
0.005,2.6,880,282.048,12125.45787,2429.999898,14273.40976
0.005,2.7,855,284.634,12342.92195,2355.11278,14413.40073
0.005,2.8,809,279.216,12165.96773,2272.141759,14158.89349
0.005,2.9,789,282.228,12186.33946,2385.910834,14290.02229
0.005,3,760,281.34,12175.19481,2348.991752,14242.84656
0.005,3.1,727,278.256,12095.2974,2273.261248,14090.30265
0.005,3.2,733,289.152,12515.75438,2416.45151,14643.05389
0.005,3.3,706,287.1,12471.27297,2363.564689,14547.73766
0.005,3.4,677,283.764,12389.48669,2283.380402,14389.1031
0.005,3.5,668,288.33,12572.44388,2331.133775,14615.24766
0.005,3.6,652,289.44,12481.5196,2457.106648,14649.18625
0.005,3.7,629,287.046,12411.14773,2398.74578,14522.84751
0.005,3.8,630,295.032,12783.32434,2465.337591,14953.62993
0.005,3.9,601,288.99,12430.98099,2486.197558,14628.18855
0.005,4,604,297.84,12981.63697,2416.911795,15100.70876
0.005,4.1,599,302.58,13227.52066,2430.646346,15355.587
0.005,4.2,568,294.084,12868.74887,2350.320088,14924.98496
0.005,4.3,572,302.892,13337.69443,2358.374776,15393.1772
0.005,4.4,551,298.848,13037.39271,2411.708962,15150.25367
0.005,4.5,542,300.78,13167.44019,2390.508772,15257.16896
0.005,4.6,526,298.356,13016.34458,2419.981679,15137.97025
0.005,4.7,532,307.944,13484.95623,2472.492801,15649.50503
0.005,4.8,501,296.64,12951.32052,2392.882677,15047.5632
0.005,4.9,502,303.114,13123.17068,2548.775302,15368.83198
0.005,5,484,298.2,12843.14896,2572.356256,15117.30522
0.005,5.1,488,306.612,13224.45132,2624.030098,15541.86942
0.005,5.2,476,305.136,13304.18671,2469.631299,15468.68201
0.005,5.3,450,294.15,13062.34352,2193.333584,14961.5271
0.005,5.4,453,301.32,13409.42267,2235.471469,15343.57414
0.005,5.5,449,304.26,13395.44275,2367.888025,15459.07077
0.005,5.6,431,297.696,13211.29985,2223.085175,15136.68902
0.005,5.7,414,291.042,12848.53057,2229.850816,14787.33938
0.005,5.8,406,290.232,12913.98722,2140.402709,14764.15793
0.005,5.9,417,303.024,13503.92428,2241.92551,15442.82579
0.005,6,404,298.8,13238.46778,2245.997555,15185.66534
0.005,6.1,403,303.048,13223.71893,2454.302673,15374.9736
0.005,6.2,401,306.156,13413.64541,2459.670977,15567.16039
0.005,6.3,396,307.314,13369.00462,2532.323731,15594.01435
0.005,6.4,383,302.208,13375.51458,2289.726086,15363.03267
0.005,6.5,383,306.54,13590.53244,2326.251695,15610.24413
0.005,6.6,381,309.672,13787.88372,2287.052296,15765.26402
0.005,6.7,385,317.58,14036.17017,2431.0687,16149.65887
0.005,6.8,350,293.76,12905.38339,2275.694624,14887.31801
0.005,6.9,346,294.768,12959.49699,2270.8031,14935.53209
0.005,7,345,297.78,13255.59442,2187.911948,15145.72637
0.005,7.1,343,300.33,13533.5897,2063.385126,15296.64483
0.005,7.2,335,297.648,13386.77763,2054.602055,15143.73169
0.005,7.3,327,294.336,13242.14966,2041.480222,14989.29388
0.005,7.4,322,293.928,13227.55145,2027.123425,14960.74687
0.005,7.5,331,306,13811.41861,2097.341425,15602.76003
0.005,7.6,322,301.872,13381.74503,2250.212946,15330.08598
0.005,7.7,323,306.768,13432.86617,2410.597612,15536.69578
0.005,7.8,327,314.028,13827.95098,2444.393628,15958.31661
0.005,7.9,311,302.886,12762.54103,2822.426106,15282.08114
0.005,8,312,307.68,13179.66634,2685.003395,15556.98974
0.005,8.1,324,323.19,13763.59245,2900.693833,16341.09628
0.005,8.2,332,335.052,14465.4777,2890.56866,17020.99436
0.005,8.3,337,343.62,15023.85552,2832.511521,17512.74704
0.005,8.4,314,324.576,14091.06152,2726.18976,16492.67528
0.005,8.5,307,321.3,13968.73785,2666.940234,16314.37808
0.005,8.6,308,325.596,14023.6268,2840.591167,16538.62197
0.005,8.7,305,326.25,14152.55253,2776.792249,16603.09478
0.005,8.8,305,330,14315.39935,2808.210441,16793.60979
0.005,8.9,302,330.546,14292.99574,2837.604123,16800.05386
0.005,9,299,331.02,14561.61567,2617.079843,16847.67551
0.005,9.1,292,327.054,14531.51288,2446.114824,16650.5737
0.005,9.2,285,322.92,14561.35558,2218.94524,16457.38082
0.005,9.3,276,316.386,14108.39937,2293.765733,16085.7791
0.005,9.4,271,313.584,14008.66864,2265.256666,15960.3413
0.005,9.5,273,319.2,14284.5477,2288.022991,16253.3707
0.005,9.6,259,306.432,13489.82804,2364.357851,15547.75389
0.005,9.7,254,303.804,13376.18966,2332.696002,15405.08167
0.005,9.8,252,304.584,13396.44336,2354.496801,15446.35616
0.005,9.9,260,317.196,13885.29888,2489.231491,16057.33437
0.005,10,266,327.6,14547.33219,2401.940756,16621.67294
0.005,10.1,258,321.18,14101.23285,2479.4066,16259.45945
0.005,10.2,246,309.06,13575.49611,2391.633019,15658.06913
0.005,10.3,257,325.686,14460.29099,2469.804025,16604.40901
0.005,10.4,245,313.872,13986.69037,2323.51288,15996.33125
0.005,10.5,233,301.77,13281.618,2287.033585,15266.88159
0.005,10.6,226,295.74,12989.73984,2249.672184,14943.67202
0.005,10.7,225,297.246,13177.67325,2153.184796,15033.61204
0.005,10.8,229,305.208,13589.00309,2172.547945,15456.34304
0.005,10.9,227,304.764,13374.35287,2377.412601,15447.00147
0.005,11,235,318.12,14189.49153,2338.966284,16210.33781
0.005,11.1,241,329.004,14693.23399,2422.685492,16786.91548
0.005,11.2,241,331.968,14808.4137,2448.004154,16924.44986
0.005,11.3,225,313.236,13715.87414,2532.297236,15934.93538
0.005,11.4,224,314.64,13829.58592,2490.796532,16005.74245
0.005,11.5,225,318.78,14009.20826,2510.327511,16200.75577
0.005,11.6,218,311.808,13883.6111,2275.974803,15847.77791
0.005,11.7,219,315.9,14065.31033,2295.409833,16044.82017
0.005,11.8,219,318.6,14021.52197,2443.117697,16146.03967
0.005,11.9,226,331.296,14550.99452,2597.82442,16817.52294
0.005,12,216,318.96,13899.70951,2618.725164,16199.47468
0.005,12.1,213,317.262,13785.5745,2639.631338,16107.94383
0.005,12.2,202,303.78,13066.16521,2596.330521,15358.71573
0.005,12.3,199,301.842,12933.92475,2620.399092,15252.48184
0.005,12.4,206,314.712,13694.60744,2571.332521,15951.22796
0.005,12.5,195,300.75,13081.29406,2453.582512,15234.12657
0.005,12.6,199,309.204,13267.02255,2685.025046,15642.84359
0.005,12.7,202,316.23,13753.64918,2564.753241,16002.17242
0.005,12.8,203,320.256,13948.98213,2584.721595,16213.44772
0.005,12.9,208,330.498,14310.99971,2746.824392,16727.3261
0.005,13,210,336.18,14596.98173,2767.876781,17028.67851
0.005,13.1,212,341.124,14889.42724,2788.722082,17337.02532
0.005,13.2,222,359.568,15904.44867,2808.34094,18353.22161
0.005,13.3,223,363.888,15959.60004,2981.553127,18577.26517
0.005,13.4,210,345.72,15207.33334,2782.801107,17644.41445
0.005,13.5,199,330.48,14407.25164,2730.381743,16807.15338
0.005,13.6,197,329.664,14020.9971,2976.858775,16668.19188
0.005,13.7,197,332.088,14029.92233,3074.720118,16772.55444
0.005,13.8,181,308.016,12669.45499,3097.829513,15459.26851
0.005,13.9,179,306.912,12421.36209,3273.955967,15388.40606
0.005,14,193,332.64,13728.00795,3374.805,16770.17295
0.005,14.1,179,311.328,12537.65158,3400.354576,15626.67816
0.005,14.2,176,308.424,12535.07978,3261.779054,15488.43483
0.005,14.3,171,301.158,12255.47254,3205.522313,15159.83685
0.005,14.4,173,306.72,12533.85318,3229.391169,15456.52435
0.005,14.5,167,298.41,12045.75971,3253.474818,15000.82453
0.005,14.6,168,302.22,11939.31606,3517.449142,15154.5452
0.005,14.7,174,314.874,12506.11721,3624.575687,15815.8189
0.005,14.8,183,333,13548.20082,3565.500531,16780.70135
0.005,14.9,179,328.098,13146.82539,3667.50348,16486.23087
0.005,15,180,332.1,13362.11772,3692.716858,16722.73457
0.005,15.1,188,348.81,14408.3158,3628.905607,17688.41141
0.005,15.2,184,343.824,14295.52203,3488.054174,17439.7522
0.005,15.3,179,336.906,13875.98072,3510.763614,17049.83833
0.005,15.4,176,333.564,13858.87111,3361.76338,16887.07049
0.005,15.5,172,328.29,13634.40916,3299.504734,16605.62389
0.005,15.6,166,319.176,13160.72861,3231.062229,16072.61484
0.005,15.7,166,321.222,13544.89231,2991.875975,16215.54628
0.005,15.8,170,330.852,14037.77184,3010.676126,16717.59596
0.005,15.9,167,327.222,14028.3764,2850.102038,16551.25643
0.005,16,193,379.2,17175.45274,2687.748418,19484.00115
0.005,16.1,179,354.522,15828.24043,2613.035239,18086.75367
0.005,16.2,182,361.584,16480.12631,2448.121723,18566.66403
0.005,16.3,178,355.992,16254.71569,2371.269821,18269.99351
0.005,16.4,160,322.752,14746.17883,2109.659488,16533.08632
