day,12:15pm-15:30pm,9am-12:15pm,LtoC time,Largest_Time_Slot
2020-06-12,4.380000000000109,4.170039999999972,4.9400600000001305,LtoC time
2020-06-15,8.319949999999835,7.050050000000056,3.2249799999999595,12:15pm-15:30pm
2020-06-16,2.8299600000000282,4.245000000000118,5.289919999999938,LtoC time
2020-06-17,4.340090000000146,8.040039999999863,2.5799500000000535,9am-12:15pm
2020-06-18,4.604980000000069,5.1900600000001305,2.3150600000001305,9am-12:15pm
2020-06-19,2.8450900000000274,3.0999799999999595,2.4899900000000343,9am-12:15pm
2020-06-22,5.010009999999966,2.8850099999999657,4.309940000000097,12:15pm-15:30pm
2020-06-23,3.649910000000091,10.099969999999985,1.3649900000000343,9am-12:15pm
2020-06-24,3.3499799999999595,7.674929999999904,4.070069999999987,9am-12:15pm
2020-06-25,5.054930000000013,4.050040000000081,3.3149499999999534,12:15pm-15:30pm
2020-06-26,3.469970000000103,4.810060000000021,3.7449900000001435,9am-12:15pm
2020-06-29,3.900029999999788,6.9000200000000405,1.929930000000013,9am-12:15pm
2020-06-30,6.6599200000000565,4.274899999999889,4.1300099999998565,12:15pm-15:30pm
2020-07-01,4.410030000000006,2.769900000000007,3.119999999999891,12:15pm-15:30pm
2020-07-02,1.6999499999999443,4.530030000000124,3.5049999999998818,9am-12:15pm
2020-07-03,3.089969999999994,3.20995999999991,1.0200200000001587,9am-12:15pm
2020-07-06,3.0399199999999382,3.650030000000015,1.6099799999999505,9am-12:15pm
2020-07-07,3.6400200000000495,5.714960000000019,1.7600099999999657,9am-12:15pm
2020-07-08,2.339969999999994,4.794920000000047,3.41504000000009,9am-12:15pm
2020-07-09,2.8050499999999374,5.0,4.354980000000069,9am-12:15pm
2020-07-10,3.339969999999994,6.410030000000006,1.8848900000000413,9am-12:15pm
2020-07-13,2.3199500000000626,2.4399399999999787,2.0999799999999595,9am-12:15pm
2020-07-14,2.305050000000165,3.849969999999985,2.9150399999998626,9am-12:15pm
2020-07-15,2.5200199999999313,5.939939999999979,3.8850099999999657,9am-12:15pm
2020-07-16,2.9449500000000626,4.950070000000096,1.719970000000103,9am-12:15pm
2020-07-17,2.080069999999978,3.3599799999999505,2.110110000000077,9am-12:15pm
2020-07-20,2.2600099999999657,4.099969999999985,1.6649200000001656,9am-12:15pm
2020-07-21,1.8499799999999595,4.239990000000034,1.6049800000000687,9am-12:15pm
2020-07-22,2.195069999999987,2.049929999999904,1.8900099999998474,12:15pm-15:30pm
2020-07-23,2.4599699999998847,2.394900000000007,4.614990000000034,LtoC time
2020-07-24,2.8100600000000213,4.1199900000001435,1.9849899999999252,9am-12:15pm
2020-07-27,2.5699500000000626,6.96997999999985,1.8100500000000466,9am-12:15pm
2020-07-28,5.08495999999991,6.894900000000007,2.3299600000000282,9am-12:15pm
2020-07-29,2.734980000000178,4.95995999999991,2.5300300000001243,9am-12:15pm
2020-07-30,4.800050000000056,3.6001000000001113,3.1350099999999657,12:15pm-15:30pm
2020-07-31,3.75,4.604989999999816,4.0999799999999595,9am-12:15pm
2020-08-03,2.5,3.3799999999998818,2.2999300000001313,9am-12:15pm
2020-08-04,1.994989999999916,2.234989999999925,2.339969999999994,LtoC time
2020-08-05,2.1350099999999657,4.58495999999991,2.7299800000000687,9am-12:15pm
2020-08-06,2.574959999999919,3.1999500000001717,1.70995999999991,9am-12:15pm
2020-08-07,4.040039999999863,4.75,5.0599399999998695,LtoC time
2020-08-10,3.5999799999999595,2.285030000000006,1.4550799999999526,12:15pm-15:30pm
2020-08-11,2.125,4.050050000000056,2.484980000000178,9am-12:15pm
2020-08-12,2.575070000000096,2.200070000000096,1.4599600000001374,12:15pm-15:30pm
2020-08-13,1.70995999999991,3.0500500000000557,1.7600099999999657,9am-12:15pm
2020-08-14,2.0749499999999443,2.9399499999999534,0.9849799999999505,9am-12:15pm
2020-08-17,1.1049800000000687,2.8499799999999595,1.489989999999807,9am-12:15pm
2020-08-18,2.25,2.3400900000001457,1.934940000000097,9am-12:15pm
2020-08-19,3.160030000000006,3.4499499999999443,2.214969999999994,9am-12:15pm
2020-08-20,2.0850800000000618,5.984989999999925,3.7249799999999595,9am-12:15pm
2020-08-21,1.7999299999999039,2.3649900000000343,1.8200600000000122,9am-12:15pm
2020-08-24,1.6550300000001243,4.0,2.570069999999987,9am-12:15pm
2020-08-25,1.8499699999999848,4.45995999999991,1.6750500000000557,9am-12:15pm
2020-08-26,1.1400100000000748,2.7299800000000687,2.7199699999998757,9am-12:15pm
2020-08-27,0.9200499999999465,1.7399900000000343,4.609989999999925,LtoC time
2020-08-28,1.7349799999999505,3.7950399999999718,1.8800000000001091,9am-12:15pm
2020-08-31,5.810060000000021,3.6001000000001113,2.0699500000000626,12:15pm-15:30pm
2020-09-01,1.9100300000000061,4.830069999999978,1.9550699999999779,9am-12:15pm
2020-09-02,2.280029999999897,2.9799800000000687,3.7950399999999718,LtoC time
2020-09-03,2.75,3.7900300000001153,2.554930000000013,9am-12:15pm
2020-09-04,2.2600099999999657,3.619989999999916,2.049929999999904,9am-12:15pm
2020-09-07,1.875,3.2299799999998413,0.6000899999999092,9am-12:15pm
2020-09-08,2.6500200000000405,1.9949900000001435,2.019900000000007,12:15pm-15:30pm
2020-09-09,1.8350800000000618,1.6700499999999465,1.8000500000000557,12:15pm-15:30pm
2020-09-10,2.1099799999999505,2.3200600000000122,1.9949900000001435,9am-12:15pm
2020-09-11,2.3549800000000687,2.6999499999999443,1.4100300000000061,9am-12:15pm
2020-09-14,1.3050499999999374,5.285039999999981,1.83495999999991,9am-12:15pm
2020-09-15,2.769900000000007,3.6299999999998818,2.6049800000000687,9am-12:15pm
2020-09-16,1.8399600000000191,5.799929999999904,1.8599799999999505,9am-12:15pm
2020-09-17,4.484989999999925,3.980099999999993,2.100089999999909,12:15pm-15:30pm
2020-09-18,2.984989999999925,8.21997999999985,2.4899900000000343,9am-12:15pm
2020-09-21,4.880010000000084,4.5,2.674929999999904,12:15pm-15:30pm
2020-09-22,2.8049399999999878,2.2799099999999726,3.0649399999999787,LtoC time
2020-09-23,1.9400600000001305,4.130010000000084,4.285030000000006,LtoC time
2020-09-24,3.380000000000109,3.4799800000000687,5.850100000000111,LtoC time
2020-09-25,4.0,2.214960000000019,2.1550300000001243,12:15pm-15:30pm
2020-09-28,1.9500700000000961,2.5100099999999657,2.244989999999916,9am-12:15pm
2020-09-29,1.4300499999999374,3.640010000000075,2.9300499999999374,9am-12:15pm
2020-09-30,2.1149900000000343,2.775030000000015,4.839969999999994,LtoC time
2020-10-01,2.0799500000000535,2.6500200000000405,2.1001000000001113,9am-12:15pm
2020-10-02,3.2200900000000274,3.8900200000000495,2.869989999999916,9am-12:15pm
2020-10-05,2.6300099999998565,3.650030000000015,2.8998999999998887,9am-12:15pm
2020-10-06,1.780029999999897,5.040039999999863,2.994999999999891,9am-12:15pm
2020-10-07,2.0300200000001496,4.3599799999999505,1.6400100000000748,9am-12:15pm
2020-10-08,3.369989999999916,3.130000000000109,2.214969999999994,12:15pm-15:30pm
2020-10-09,2.640019999999822,3.2700199999999313,3.1599200000000565,9am-12:15pm
2020-10-12,2.2399900000000343,7.280030000000124,1.8199400000000878,9am-12:15pm
2020-10-13,2.3700000000001182,3.375,4.234989999999925,LtoC time
2020-10-14,4.449959999999919,3.1498999999998887,2.609980000000178,12:15pm-15:30pm
2020-10-15,3.9600800000000618,3.45508000000018,2.1849399999998695,12:15pm-15:30pm
2020-10-16,2.474969999999985,1.70995999999991,2.670040000000199,LtoC time
2020-10-19,1.6199999999998909,2.0999799999999595,2.33495999999991,LtoC time
2020-10-20,1.8399699999999939,2.5300200000001496,2.280029999999897,9am-12:15pm
2020-10-21,3.369999999999891,6.75,2.484980000000178,9am-12:15pm
2020-10-22,3.7800200000001496,2.4749799999999595,1.3400900000001457,12:15pm-15:30pm
2020-10-23,2.4549600000000282,2.0100099999999657,2.900029999999788,LtoC time
2020-10-26,1.6300000000001091,2.5,2.285030000000006,9am-12:15pm
2020-10-27,2.549929999999904,4.800050000000056,2.1799399999999878,9am-12:15pm
2020-10-28,3.7800300000001243,3.2299799999998413,3.679930000000013,12:15pm-15:30pm
2020-10-29,3.6199900000001435,2.380000000000109,2.4400600000001305,12:15pm-15:30pm
2020-10-30,4.449959999999919,5.460080000000062,4.3599799999999505,9am-12:15pm
2020-11-02,2.299929999999904,3.410030000000006,1.8099399999998695,9am-12:15pm
2020-11-03,3.6049800000000687,2.030029999999897,1.5899600000000191,12:15pm-15:30pm
2020-11-04,11.75,11.614990000000034,6.574959999999919,12:15pm-15:30pm
2020-11-05,4.6599200000000565,5.700069999999869,3.130000000000109,9am-12:15pm
2020-11-06,3.950070000000096,2.950070000000096,3.6400099999998474,12:15pm-15:30pm
2020-11-09,4.645019999999931,6.614990000000034,7.324950000000172,LtoC time
2020-11-10,2.349969999999985,5.530029999999897,3.5849699999998847,9am-12:15pm
2020-11-11,2.5999799999999595,5.885009999999966,1.905029999999897,9am-12:15pm
2020-11-12,2.5749500000001717,2.005000000000109,1.9300499999999374,12:15pm-15:30pm
2020-11-13,1.949959999999919,3.9200399999999718,3.045040000000199,9am-12:15pm
2020-11-16,2.8599799999999505,4.6300099999998565,1.530029999999897,9am-12:15pm
2020-11-17,1.6500200000000405,1.5900900000001457,1.0900899999999183,12:15pm-15:30pm
2020-11-18,2.319949999999835,1.9150300000001153,3.0600500000000466,LtoC time
2020-11-19,4.319950000000063,5.070069999999987,2.1850500000000466,9am-12:15pm
2020-11-20,2.4749799999999595,3.530029999999897,1.2600000000002183,9am-12:15pm
2020-11-23,1.9100300000000061,3.2600099999999657,2.9199200000000474,9am-12:15pm
2020-11-24,2.8149399999999787,3.700070000000096,2.9199200000000474,9am-12:15pm
2020-11-25,2.325070000000096,4.819949999999835,2.4299399999999878,9am-12:15pm
2020-11-26,2.25,2.5600600000000213,0.7249699999999848,9am-12:15pm
2020-11-27,1.9649699999999939,2.299929999999904,1.4350600000000213,9am-12:15pm
2020-11-30,2.589969999999994,1.6400100000000748,1.1049800000000687,12:15pm-15:30pm
2020-12-01,1.9499499999999443,3.70995999999991,0.9949900000001435,9am-12:15pm
2020-12-02,4.630000000000109,2.080069999999978,1.7600099999999657,12:15pm-15:30pm
2020-12-03,1.9949999999998909,3.5100099999999657,1.989989999999807,9am-12:15pm
2020-12-04,7.795039999999972,4.109990000000153,4.395019999999931,12:15pm-15:30pm
2020-12-07,1.739989999999807,3.6999499999999443,4.270020000000159,LtoC time
2020-12-08,1.1700399999999718,1.5550499999999374,1.3299600000000282,9am-12:15pm
2020-12-09,3.6849399999998695,1.9849899999999252,1.1099900000001526,12:15pm-15:30pm
2020-12-10,2.4000200000000405,2.3998999999998887,2.8300799999999526,LtoC time
2020-12-11,6.600100000000111,2.3000500000000557,1.8649900000000343,12:15pm-15:30pm
2020-12-14,2.235110000000077,2.679930000000013,2.0050099999998565,9am-12:15pm
2020-12-15,3.4600800000000618,2.0649399999999787,1.494989999999916,12:15pm-15:30pm
2020-12-16,1.9399399999999787,4.34497999999985,1.929930000000013,9am-12:15pm
2020-12-17,3.3300799999999526,2.75,1.394900000000007,12:15pm-15:30pm
2020-12-18,2.5950900000000274,6.3900200000000495,1.155029999999897,9am-12:15pm
2020-12-21,3.730099999999993,3.2700200000001587,3.4901099999999587,12:15pm-15:30pm
2020-12-22,2.719970000000103,4.200070000000096,3.7251000000001113,9am-12:15pm
2020-12-23,2.1200000000001182,2.380000000000109,1.304930000000013,9am-12:15pm
2020-12-24,3.3200600000000122,2.3700000000001182,1.7449999999998909,12:15pm-15:30pm
2020-12-28,4.5999799999999595,5.465090000000146,1.6300099999998565,9am-12:15pm
2020-12-29,3.9499499999999443,4.819950000000063,1.7449999999998909,9am-12:15pm
2020-12-30,3.450070000000096,4.560060000000021,1.3299600000000282,9am-12:15pm
2020-12-31,3.049929999999904,4.720090000000027,1.690059999999903,9am-12:15pm
2021-01-06,2.7049600000000282,2.9899900000000343,2.780029999999897,9am-12:15pm
2021-01-07,3.714969999999994,3.7949200000000474,2.7849200000000565,9am-12:15pm
2021-01-08,5.059940000000097,6.394900000000007,2.464960000000019,9am-12:15pm
2021-01-11,3.5100099999999657,5.954960000000028,2.6149900000000343,9am-12:15pm
2021-01-13,1.5,3.25,1.8099399999998695,9am-12:15pm
2021-01-14,3.8050499999999374,4.1500200000000405,2.8050499999999374,9am-12:15pm
2021-01-15,2.4599699999998847,4.049929999999904,5.889889999999923,LtoC time
2021-01-18,3.4749799999999595,4.140010000000075,2.3299600000000282,9am-12:15pm
2021-01-20,2.199959999999919,2.7600099999999657,1.5050000000001091,9am-12:15pm
2021-01-21,1.9299399999999878,2.549929999999904,1.9849899999999252,9am-12:15pm
2021-01-22,2.655029999999897,3.799929999999904,1.6149900000000343,9am-12:15pm
2021-01-25,3.6849399999998695,1.994989999999916,2.475089999999909,12:15pm-15:30pm
2021-01-27,1.9749699999999848,3.344970000000103,3.930050000000165,LtoC time
2021-01-28,4.655030000000124,6.979980000000069,5.0,9am-12:15pm
2021-01-29,6.010009999999966,4.8699900000001435,3.9599600000001374,12:15pm-15:30pm
2021-02-01,2.2099699999998847,4.695069999999987,1.3350800000000618,9am-12:15pm
2021-02-03,2.2600099999999657,3.765010000000075,1.5849699999998847,9am-12:15pm
2021-02-04,5.449949999999944,2.9000200000000405,2.430050000000165,12:15pm-15:30pm
2021-02-05,3.54004000000009,5.260009999999966,4.535030000000006,9am-12:15pm
2021-02-08,2.1099799999999505,4.649899999999889,3.6300099999998565,9am-12:15pm
2021-02-10,5.0,2.984989999999925,2.125,12:15pm-15:30pm
2021-02-11,1.8499799999999595,1.369989999999916,1.8549800000000687,LtoC time
2021-02-12,1.1400199999998222,1.5200199999999313,1.5050000000001091,9am-12:15pm
2021-02-15,2.6650399999998626,2.4799800000000687,0.9949999999998909,12:15pm-15:30pm
2021-02-17,2.9399499999999534,3.2600099999999657,2.9399399999999787,9am-12:15pm
2021-02-18,3.3099399999998695,3.1999499999999443,4.3900200000000495,LtoC time
2021-02-19,4.519900000000007,2.780029999999897,2.2800300000001243,12:15pm-15:30pm
2021-02-22,3.0649399999999787,2.474969999999985,2.5400399999998626,12:15pm-15:30pm
2021-02-24,3.799929999999904,2.9899900000000343,4.9099200000000565,LtoC time
2021-02-25,3.360110000000077,4.75,2.089969999999994,9am-12:15pm
2021-02-26,5.349969999999985,3.3900200000000495,6.040039999999863,LtoC time
2021-03-04,4.300050000000056,6.980099999999993,1.6949500000000626,9am-12:15pm
2021-03-05,5.459969999999885,7.039919999999938,4.5,9am-12:15pm
2021-03-09,5.049929999999904,4.1300099999998565,3.800040000000081,12:15pm-15:30pm
2021-03-10,4.699949999999944,5.8900200000000495,6.119989999999916,LtoC time
2021-03-11,3.0,5.865109999999959,3.549929999999904,9am-12:15pm
2021-03-12,6.300050000000056,3.894900000000007,2.8501000000001113,12:15pm-15:30pm
2021-03-15,3.450070000000096,4.25,1.5800699999999779,9am-12:15pm
2021-03-16,3.9000200000000405,3.265010000000075,2.799929999999904,12:15pm-15:30pm
2021-03-17,2.450070000000096,4.050040000000081,2.869999999999891,9am-12:15pm
2021-03-18,3.699959999999919,3.3000500000000557,4.505010000000084,LtoC time
2021-03-19,3.9799800000000687,8.049929999999904,2.6700399999999718,9am-12:15pm
2021-03-22,2.5699500000000626,4.114990000000034,3.169930000000022,9am-12:15pm
2021-03-23,2.054930000000013,3.255000000000109,2.0400399999998626,9am-12:15pm
2021-03-24,3.180050000000165,3.0999799999999595,2.9299399999999878,12:15pm-15:30pm
2021-03-25,2.2900399999998626,3.1999499999999443,2.355099999999993,9am-12:15pm
2021-03-26,3.800040000000081,2.820069999999987,1.7800300000001243,12:15pm-15:30pm
2021-03-29,2.0699500000000626,3.5949699999998757,3.4749799999999595,9am-12:15pm
2021-03-30,1.8399600000000191,2.549929999999904,1.8599799999999505,9am-12:15pm
2021-03-31,1.7249799999999595,2.7050799999999526,2.690059999999903,9am-12:15pm
2021-04-01,4.700070000000096,2.95995999999991,2.9899900000000343,12:15pm-15:30pm
2021-04-02,1.4100300000000061,2.3049399999999878,1.9750899999999092,9am-12:15pm
2021-04-05,1.0299099999999726,3.035030000000006,4.319949999999835,LtoC time
2021-04-06,5.474969999999985,2.099969999999985,2.485099999999875,12:15pm-15:30pm
2021-04-07,1.9849799999999505,3.9000200000000405,2.2750200000000405,9am-12:15pm
2021-04-09,4.300040000000081,4.574949999999944,2.025030000000015,9am-12:15pm
2021-04-12,3.2950399999999718,4.700070000000096,1.3350800000000618,9am-12:15pm
2021-04-13,2.4000200000000405,2.724969999999985,1.2399900000000343,9am-12:15pm
2021-04-14,3.589969999999994,4.839969999999994,1.8000499999998283,9am-12:15pm
2021-04-16,5.030029999999897,4.6099799999999505,1.9000200000000405,12:15pm-15:30pm
2021-04-19,2.7950399999999718,5.175050000000056,1.905029999999897,9am-12:15pm
2021-04-20,2.005000000000109,5.974969999999985,6.199950000000172,LtoC time
2021-04-21,2.1500200000000405,3.110110000000077,3.6350099999999657,LtoC time
2021-04-22,3.2600000000002183,3.2299800000000687,3.3149399999999787,LtoC time
2021-04-23,2.6500200000000405,2.9899900000000343,2.7949200000000474,9am-12:15pm
2021-04-26,2.5549399999999878,3.9600800000000618,1.7349800000001778,9am-12:15pm
2021-04-27,3.6099799999999505,3.5999799999999595,1.980099999999993,12:15pm-15:30pm
2021-04-28,2.2950399999999718,2.8649900000000343,2.505000000000109,9am-12:15pm
2021-04-29,3.155029999999897,3.7750200000000405,3.030029999999897,9am-12:15pm
2021-04-30,3.7600099999999657,2.9300499999999374,3.3499799999999595,12:15pm-15:30pm
2021-05-03,6.224969999999985,4.064949999999953,4.555059999999912,12:15pm-15:30pm
2021-05-04,2.79004000000009,3.535030000000006,2.2349799999999505,9am-12:15pm
2021-05-06,1.630010000000084,2.6299999999998818,2.0799500000000535,9am-12:15pm
2021-05-07,2.0699500000000626,3.0900799999999435,8.0450400000002,LtoC time
2021-05-11,2.1550200000001496,4.400030000000015,3.030029999999897,9am-12:15pm
2021-05-12,1.6500200000000405,5.039919999999938,8.810050000000047,LtoC time
2021-05-13,2.850089999999909,4.395019999999931,3.550040000000081,9am-12:15pm
2021-05-14,3.0500499999998283,4.219970000000103,2.1350099999999657,9am-12:15pm
2021-05-18,2.890010000000075,6.520019999999931,1.8050499999999374,9am-12:15pm
2021-05-19,2.0800799999999526,2.4400600000001305,3.5700600000000122,LtoC time
2021-05-20,2.849969999999985,3.4599600000001374,3.5799600000000282,LtoC time
2021-05-21,2.5950900000000274,2.7100800000000618,4.935050000000047,LtoC time
2021-05-25,2.9000200000000405,3.5,3.819940000000088,LtoC time
2021-05-26,3.714969999999994,4.9000200000000405,3.234980000000178,9am-12:15pm
2021-05-27,2.390010000000075,3.5,2.1149999999997817,9am-12:15pm
2021-05-28,2.5799500000000535,2.430050000000165,2.4000200000000405,12:15pm-15:30pm
2021-06-01,2.6299999999998818,4.179930000000013,2.8850099999999657,9am-12:15pm
2021-06-02,4.770019999999931,2.7700199999999313,3.235099999999875,12:15pm-15:30pm
2021-06-03,2.625,4.174929999999904,2.6350099999999657,9am-12:15pm
2021-06-04,2.3599799999999505,2.994989999999916,1.8149399999999787,9am-12:15pm
2021-06-08,1.83495999999991,4.570060000000012,2.3950199999999313,9am-12:15pm
2021-06-09,1.3300699999999779,4.070060000000012,4.455069999999978,LtoC time
2021-06-10,2.4000200000000405,3.5,2.8250699999998687,9am-12:15pm
2021-06-11,1.8699999999998909,2.6999499999999443,4.079960000000028,LtoC time
2021-06-15,1.6699300000000221,1.905029999999897,1.3500899999999092,9am-12:15pm
2021-06-16,1.5200200000001587,1.619989999999916,1.094970000000103,9am-12:15pm
2021-06-17,2.4499499999999443,5.520020000000159,4.139900000000125,9am-12:15pm
2021-06-18,1.8900200000000495,3.7550099999998565,4.050050000000056,LtoC time
2021-06-22,2.150030000000015,2.535039999999981,2.0699500000000626,9am-12:15pm
2021-06-23,2.690059999999903,4.604980000000069,2.785030000000006,9am-12:15pm
2021-06-24,2.2399900000000343,4.820060000000012,2.8000500000000557,9am-12:15pm
2021-06-25,3.3050499999999374,5.080069999999978,5.045039999999972,9am-12:15pm
2021-06-29,2.6999499999999443,2.059940000000097,2.524910000000091,12:15pm-15:30pm
2021-06-30,4.3699900000001435,3.320069999999987,2.0450399999999718,12:15pm-15:30pm
2021-07-01,1.3950199999999313,4.109989999999925,3.625,9am-12:15pm
2021-07-02,1.7099600000001374,2.2399900000000343,2.6849399999998695,LtoC time
2021-07-06,2.5549399999999878,2.714969999999994,5.819949999999835,LtoC time
2021-07-07,4.260009999999966,2.0799600000000282,5.820060000000012,LtoC time
2021-07-08,2.724969999999985,5.080079999999953,3.5949799999998504,9am-12:15pm
2021-07-12,1.5100099999999657,2.6549099999999726,2.8950199999999313,LtoC time
2021-07-13,2.6899399999999787,5.234989999999925,3.5850799999998344,9am-12:15pm
2021-07-14,2.839969999999994,2.7549999999998818,3.005000000000109,LtoC time
2021-07-15,6.399899999999889,3.505000000000109,3.830069999999978,12:15pm-15:30pm
2021-07-19,3.1649199999999382,4.359989999999925,2.8199500000000626,9am-12:15pm
2021-07-20,2.6649199999999382,3.9399399999999787,3.869999999999891,9am-12:15pm
2021-07-21,3.855099999999993,3.739989999999807,5.689949999999953,LtoC time
2021-07-22,3.399910000000091,3.2399900000000343,4.700069999999869,LtoC time
2021-07-26,2.8249499999999443,1.8699999999998909,2.520010000000184,12:15pm-15:30pm
2021-07-27,2.180050000000165,3.7700199999999313,6.274910000000091,LtoC time
2021-07-28,3.2349799999999505,1.8049399999999878,4.45995999999991,LtoC time
2021-07-29,2.2100799999998344,6.2449900000001435,4.515019999999822,9am-12:15pm
2021-08-02,2.8549800000000687,4.325070000000096,2.2049600000000282,9am-12:15pm
2021-08-03,3.844970000000103,5.209960000000137,4.319950000000063,9am-12:15pm
2021-08-04,3.264889999999923,4.305050000000165,4.770019999999931,LtoC time
2021-08-05,2.839969999999994,5.070069999999987,1.9799800000000687,9am-12:15pm
2021-08-09,2.2899200000001656,3.3299600000000282,2.2700200000001587,9am-12:15pm
2021-08-10,2.820069999999987,3.25,2.5300300000001243,9am-12:15pm
2021-08-11,2.9500699999998687,2.180050000000165,2.5449200000000474,12:15pm-15:30pm
2021-08-12,4.399899999999889,5.710080000000062,1.820069999999987,9am-12:15pm
2021-08-16,2.094970000000103,3.2600099999999657,3.2950399999999718,LtoC time
2021-08-17,3.7600099999999657,12.56506000000013,3.0,9am-12:15pm
2021-08-18,2.889889999999923,9.550050000000056,2.5999799999999595,9am-12:15pm
2021-08-19,2.8100500000000466,5.9000200000000405,3.8100500000000466,9am-12:15pm
2021-08-23,1.7950399999999718,5.060060000000021,2.1899399999999787,9am-12:15pm
2021-08-24,2.0400399999998626,5.310059999999794,2.5,9am-12:15pm
2021-08-25,2.0849699999998847,5.674929999999904,4.300050000000056,9am-12:15pm
2021-08-26,3.1149900000000343,6.619999999999891,1.5399200000001656,9am-12:15pm
2021-08-30,3.170040000000199,3.2900399999998626,3.875,LtoC time
2021-08-31,6.095090000000027,2.839969999999994,2.230099999999993,12:15pm-15:30pm
2021-09-01,3.464969999999994,4.6500200000000405,1.8799999999998818,9am-12:15pm
2021-09-02,2.130000000000109,6.125,2.014900000000125,9am-12:15pm
2021-09-06,2.424929999999904,4.465090000000146,1.0599399999998695,9am-12:15pm
2021-09-07,1.6099800000001778,3.2000699999998687,2.934940000000097,9am-12:15pm
2021-09-08,3.16504000000009,2.45995999999991,3.155029999999897,12:15pm-15:30pm
2021-09-09,2.2900300000001153,3.7799099999999726,2.130010000000084,9am-12:15pm
2021-09-13,3.4600800000000618,4.864990000000034,2.730099999999993,9am-12:15pm
2021-09-14,2.694949999999835,4.2150799999999435,3.9799800000000687,9am-12:15pm
